5	header
grid	a 50	b 50	c 50
size	x 1.000000	y 1.000000	z 1.000000
origin	x 0.000000	y 0.000000	z 0.000000
microstructures 1145
homogenization	1
520	520	520	873	873	339	339	339	51	312	312	211	211	211	211	211	671	671	671	717	717	717	244	244	358	358	358	358	241	241	288	288	288	288	1122	1122	367	367	367	367	367	367	367	367	520	520	520	520	520	520
520	520	520	520	797	797	797	797	797	944	944	944	211	211	211	211	671	671	671	717	717	717	717	358	358	358	358	358	626	288	288	288	288	288	1122	367	367	367	367	367	367	367	342	680	680	680	563	563	520	520
520	520	520	727	727	727	727	727	727	727	944	211	211	211	211	211	671	235	235	717	717	717	717	358	358	358	358	358	626	626	288	288	288	288	936	367	367	367	367	342	342	342	342	342	680	680	520	520	520	520
520	520	520	727	727	727	727	727	727	727	944	211	211	211	211	211	671	235	717	717	717	717	717	140	358	358	358	626	626	626	626	626	288	936	936	936	936	775	775	775	342	342	342	342	342	577	577	577	520	520
520	520	520	727	727	727	212	212	727	727	408	408	408	211	211	211	671	235	717	717	717	717	140	140	140	626	626	626	626	626	626	626	936	936	936	936	936	1045	342	342	342	342	342	342	342	577	577	577	577	520
520	520	1101	1101	1101	1101	1101	1101	1101	408	408	408	408	408	408	408	934	934	717	717	717	717	995	140	979	979	979	626	626	626	626	1118	1118	1078	1078	1078	1078	1045	1045	1045	1045	1045	1045	1045	1045	577	1005	577	577	520
866	1030	1030	1101	1101	1101	1101	1101	1101	408	408	408	408	408	408	934	934	934	934	934	934	417	995	417	979	979	979	626	626	626	626	1078	1078	1078	1078	1078	1078	1045	1045	1045	1045	1045	1045	1045	1045	577	1005	860	860	866
866	1030	1030	1030	846	846	846	774	774	408	408	408	408	408	408	934	934	934	934	934	417	417	417	417	417	790	790	790	790	86	597	597	1078	1078	1078	1078	1078	1045	1045	1045	1045	1045	1045	1045	860	860	860	860	860	866
866	1030	1030	1030	1030	774	774	774	774	774	408	408	408	408	185	185	934	934	934	934	417	417	417	417	417	790	790	790	790	86	86	597	89	89	89	578	578	578	578	567	567	567	567	523	860	860	860	860	860	866
866	1030	1030	1030	1030	774	774	774	774	167	167	167	167	185	185	185	298	298	298	395	395	62	417	417	459	459	790	174	86	86	86	86	89	89	89	578	578	578	578	567	523	523	523	523	523	860	860	860	860	860
866	1030	1030	1030	1030	1030	774	774	167	167	167	167	167	185	185	185	185	185	265	265	265	62	459	459	459	459	459	459	86	86	399	399	399	89	490	490	490	490	490	490	523	523	523	523	523	860	860	860	860	866
866	1030	1030	1030	1030	1030	308	308	1107	1107	167	167	167	185	185	185	185	185	265	265	265	853	459	459	459	459	459	617	617	399	399	399	399	399	490	490	490	490	490	490	523	523	523	523	523	497	497	860	860	866
308	308	308	308	308	308	308	308	560	560	560	560	560	560	185	185	185	185	265	265	1086	853	459	459	459	459	459	617	617	399	399	399	399	399	128	128	128	490	490	490	523	523	523	523	523	497	497	497	735	866
308	308	308	82	82	308	308	308	560	560	560	560	560	560	560	185	185	1054	360	1086	1086	1086	1086	712	712	459	459	845	845	399	399	399	399	399	128	128	128	490	308	308	523	523	523	523	308	308	308	308	308	308
510	510	510	82	82	676	676	676	699	699	560	560	560	560	1054	1054	1054	1054	360	360	1086	1086	217	712	845	845	845	845	845	58	58	58	58	460	460	1007	1007	1007	308	308	308	308	308	523	308	308	308	308	510	510
510	510	510	510	510	655	655	676	699	632	632	632	632	632	1054	1054	1054	1054	1054	1054	1054	217	217	217	217	845	845	845	922	58	58	58	58	460	460	460	460	460	460	308	308	308	687	687	687	308	510	510	510	510
510	510	510	510	510	655	655	655	655	655	632	632	632	1054	1054	1054	1054	1022	1054	1054	1054	217	217	217	217	690	690	690	922	922	922	58	58	354	354	354	354	460	460	687	687	687	687	687	687	687	510	510	510	510
510	510	510	510	655	655	655	655	655	5	39	39	39	39	39	1054	1054	1054	1054	1054	1054	217	217	716	217	922	922	922	922	922	922	922	922	354	354	354	354	460	460	687	687	687	687	753	753	753	510	510	510	510
510	762	705	705	705	655	655	655	655	39	39	39	39	39	39	39	1054	1054	1054	1054	604	604	716	716	716	922	922	922	922	922	922	922	1113	1113	1113	1113	354	349	349	349	349	349	349	753	753	753	660	660	510	510
762	762	762	705	705	754	754	754	754	754	39	39	39	39	39	39	55	55	55	55	604	604	604	604	604	922	623	623	623	922	922	922	1113	1113	1113	297	297	349	349	349	349	349	349	228	228	660	660	660	660	660
762	762	762	705	601	601	754	754	754	754	754	39	39	39	39	39	55	55	604	604	604	604	604	604	604	1019	258	258	258	258	922	723	723	297	297	297	297	297	297	349	349	349	349	349	365	365	365	660	660	660
762	762	362	362	601	601	754	754	754	754	754	952	952	761	952	952	55	604	604	604	604	604	604	604	604	258	258	258	258	258	723	723	723	297	297	297	297	297	297	297	349	349	349	349	365	365	365	660	660	660
762	762	362	362	362	362	362	754	754	754	173	761	761	761	173	34	34	604	604	604	604	604	604	604	683	683	683	683	683	683	683	683	723	297	297	289	289	297	297	297	349	381	381	69	69	69	69	69	660	506
842	842	842	842	842	173	173	173	173	173	173	173	173	173	173	173	173	173	357	357	357	357	512	512	512	512	683	683	683	683	683	683	683	770	289	289	289	289	289	289	289	381	381	69	69	69	69	69	506	506
659	659	659	173	173	173	951	951	951	951	951	951	951	951	951	951	951	173	357	357	357	512	512	512	512	512	512	683	683	683	683	683	289	289	289	289	289	289	289	289	289	381	381	69	69	69	69	69	506	506
219	219	659	173	173	173	951	951	951	951	951	951	951	951	951	951	951	1076	951	951	951	512	512	512	512	512	512	683	683	683	683	289	289	289	289	289	289	289	289	289	289	832	832	832	69	69	69	219	219	219
219	219	219	327	327	327	327	951	951	951	951	951	1039	1039	1021	1021	951	951	951	951	951	951	512	512	512	512	512	541	541	541	536	536	289	289	289	289	289	289	289	289	832	832	832	832	832	226	226	226	219	219
219	219	327	327	327	327	327	327	38	38	903	38	828	828	1021	1021	1021	951	951	951	179	179	179	512	512	512	512	541	541	822	536	536	795	795	795	289	289	289	289	832	832	832	832	832	832	314	226	226	219	219
314	314	327	327	327	327	327	327	38	38	903	903	38	582	582	582	582	831	831	831	831	831	831	512	512	512	587	587	587	822	536	536	795	198	198	198	198	198	198	832	832	832	832	832	832	314	314	314	314	314
314	314	884	884	327	327	327	327	38	605	605	605	605	582	582	582	831	831	831	831	831	831	831	831	831	512	587	215	822	822	822	822	1050	198	198	198	198	198	198	650	650	631	650	650	650	332	332	314	314	314
314	164	164	327	327	327	327	605	605	605	605	605	605	605	831	831	831	831	831	831	831	831	831	527	527	527	527	215	822	822	822	1050	1050	1050	813	813	813	813	813	650	650	650	650	650	650	650	332	332	332	332
28	164	448	448	448	448	448	448	605	605	605	605	605	605	605	149	149	527	471	471	527	527	527	527	527	527	527	527	527	527	822	822	822	527	813	813	813	813	813	813	650	650	650	650	650	650	650	332	332	332
606	448	448	448	448	448	448	448	448	605	605	605	605	605	605	527	149	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	813	813	813	813	813	813	650	650	650	650	650	650	606	606	606
606	576	576	448	448	448	448	448	448	448	605	605	605	527	323	323	527	527	527	527	527	527	527	527	527	603	527	527	527	527	527	527	527	527	527	527	527	527	813	527	527	527	650	650	650	650	650	606	606	606
606	606	25	448	448	448	575	575	575	575	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	388	388	1059	713	713	713	606	606	606
25	25	25	25	475	575	575	575	575	575	527	527	1072	1072	988	988	829	829	829	527	527	373	373	527	527	527	527	527	527	527	592	592	592	346	592	527	527	527	527	388	388	388	388	713	713	713	713	1027	606	25
25	25	25	501	501	501	575	575	575	906	906	906	906	1072	1072	988	829	829	829	527	527	373	118	118	527	527	527	953	592	592	592	592	592	592	592	592	527	527	527	388	388	388	388	1068	1068	1068	1068	1027	1027	1027
1027	1027	501	501	501	501	501	501	501	906	906	906	906	906	1072	988	829	829	1132	1132	1132	858	858	465	465	465	465	592	592	592	592	592	592	592	592	592	784	784	784	1068	1068	1068	1068	1068	1068	1068	1068	348	1027	1027
1027	1027	501	501	501	501	501	501	501	501	906	906	906	1067	1067	1127	1127	1132	1132	1132	858	858	858	465	465	465	465	268	592	592	592	592	592	478	478	478	784	784	784	1068	1068	1068	1068	1068	1068	1068	1068	1068	1068	1027
519	519	519	519	501	501	192	192	501	501	406	406	393	393	393	1127	1127	1127	1132	1132	243	243	243	465	465	465	268	268	268	204	204	478	478	478	478	478	784	784	784	784	1068	1068	1068	1068	1068	1068	1068	1068	1068	1027
519	519	519	519	519	519	501	501	501	501	1092	542	542	542	542	1117	1117	1117	1117	50	243	98	98	849	849	465	268	268	204	204	204	478	478	478	478	478	784	784	784	784	1068	1068	1068	1068	1068	1068	1068	1068	519	519
519	519	519	519	815	815	501	501	501	1092	1092	1092	542	542	542	542	1117	1117	1117	50	50	98	98	849	16	16	16	16	204	204	204	478	478	478	478	478	784	784	784	784	60	60	60	60	1068	1068	1068	1068	519	519
519	519	519	519	815	815	501	630	1001	1001	1092	1092	542	542	542	542	1117	1117	1117	50	50	16	16	16	16	16	16	16	16	435	419	419	419	419	419	562	562	562	60	60	60	60	60	60	60	60	919	124	519	519
73	73	73	75	75	815	630	630	1001	1001	1001	1001	1001	1001	542	196	196	196	359	359	1029	16	16	16	16	83	16	16	435	435	435	419	419	419	419	419	562	562	60	60	60	60	60	60	60	919	919	919	1070	1070
75	75	75	75	75	29	29	929	929	1001	1001	1001	1001	1001	1001	196	196	196	359	359	1029	1029	16	16	16	16	16	16	435	435	435	419	419	419	419	112	112	112	112	60	60	60	60	60	1070	1070	1070	1070	1070	1070
75	75	75	75	75	29	29	1001	1001	1001	1001	1001	1001	1001	1001	196	196	196	359	359	1029	1029	1029	1029	359	16	16	914	435	435	419	419	419	419	419	112	112	112	112	60	728	728	728	728	1070	1070	1070	1070	1070	654
1070	75	75	29	29	29	29	29	312	312	1001	1001	1001	1001	1001	196	196	446	196	359	359	359	359	359	359	359	914	914	1130	1130	1130	1130	419	419	112	112	112	112	112	742	728	728	728	1070	1070	1070	1070	1070	1070	1070
873	428	873	873	29	29	29	29	312	166	312	1001	1001	1001	1001	196	196	446	366	366	366	366	359	359	914	914	914	624	624	1130	1130	1130	419	419	112	112	112	112	112	742	678	257	257	1070	1070	1070	1070	1070	1070	873
873	873	873	873	873	29	51	51	312	312	312	247	247	247	247	196	196	446	366	366	366	366	244	359	914	914	914	624	624	624	241	1090	1122	1122	1122	1122	1122	1122	678	678	678	678	257	633	633	633	633	520	873	873
520	873	873	873	873	29	51	51	312	312	312	247	247	645	247	247	247	671	717	717	717	244	244	244	914	914	914	241	241	241	241	1090	1090	1122	1122	1122	1122	95	367	367	367	367	367	633	633	633	633	633	633	520
520	520	520	873	873	339	339	339	312	312	312	211	211	211	211	211	671	671	671	717	717	717	244	244	358	358	358	358	241	241	241	1090	1090	1090	1122	1122	367	367	367	367	367	367	367	367	520	520	520	520	520	520
520	520	1119	1119	1119	727	727	727	727	944	944	944	211	211	211	211	671	671	671	717	717	717	717	358	358	358	358	358	626	288	288	288	288	288	1122	367	367	367	367	367	367	367	342	680	680	680	563	760	520	520
520	520	520	727	727	727	727	727	727	727	944	211	211	211	211	211	1095	235	235	717	717	717	717	358	358	358	358	358	626	626	288	288	288	288	936	936	367	367	367	342	342	342	342	342	680	680	520	520	520	520
520	520	520	727	727	727	727	727	727	727	944	211	211	211	211	211	1095	717	717	717	717	717	717	140	358	358	626	626	626	626	626	626	288	936	936	936	936	775	775	775	342	342	342	342	342	577	577	577	492	520
520	520	520	727	727	212	212	212	212	212	408	408	211	211	211	211	717	717	717	717	717	717	140	140	140	626	626	626	626	626	626	626	936	936	936	936	936	1045	1045	342	342	342	342	342	342	577	577	577	577	520
520	520	1101	1101	1101	1101	212	212	212	408	408	408	408	408	408	408	424	424	717	717	717	717	995	140	979	979	979	626	626	626	626	1118	1118	936	936	936	1045	1045	1045	1045	1045	1045	1045	1045	1108	1108	577	577	577	520
866	596	596	596	596	1101	1101	1101	1101	408	408	408	408	408	408	408	424	424	424	934	717	417	417	417	979	979	979	626	626	626	626	1078	1078	1078	1078	1078	1078	1045	1045	1045	1045	1045	1045	1045	1108	1108	577	577	860	860
866	1030	1030	596	846	846	846	774	774	408	408	408	408	408	408	934	934	934	934	934	417	417	417	417	790	790	790	790	626	86	1078	1078	1078	1078	1078	1078	1078	1045	1045	1045	1045	567	567	567	860	860	860	860	860	860
866	1030	1030	1030	1030	774	774	774	774	774	408	408	408	408	1069	1069	934	934	934	934	934	417	417	417	417	790	790	790	790	86	86	1078	89	89	89	1078	578	578	578	567	567	567	523	523	860	860	860	860	860	860
866	1030	1030	1030	1030	774	774	774	774	167	167	167	167	185	1069	1069	298	298	298	395	395	62	417	417	459	459	790	174	86	86	86	86	89	89	89	578	578	578	578	578	523	523	523	523	523	860	860	860	860	860
866	1030	1030	1030	1030	1030	774	774	167	167	167	167	167	185	185	185	185	185	185	265	265	62	459	459	459	459	459	459	86	86	86	399	399	89	490	490	490	490	490	490	523	523	523	523	523	860	860	860	860	860
866	1030	1030	1030	1030	1030	308	308	1107	1107	167	167	167	185	185	185	185	185	265	265	265	853	459	459	459	459	459	459	459	86	399	399	399	399	128	490	490	490	490	490	523	523	523	523	523	497	497	860	860	866
866	308	308	308	308	308	308	308	308	308	560	560	560	560	185	185	185	185	265	265	1086	853	459	459	459	459	459	459	459	399	399	399	399	399	128	128	128	490	490	490	523	523	523	523	523	497	497	497	497	866
308	308	308	82	82	308	308	308	560	560	560	560	560	560	560	185	185	185	1054	1086	1086	1086	1086	712	712	459	459	845	845	845	58	399	399	399	128	128	128	490	308	308	308	523	523	523	308	308	308	308	308	308
510	510	510	82	82	676	676	676	699	699	560	560	560	560	1054	1054	1054	1054	1054	1054	1086	217	217	712	845	845	845	845	845	845	58	58	58	460	460	1007	1007	308	308	308	308	308	308	308	308	308	497	510	510	510
510	510	510	510	655	655	655	676	676	632	632	632	632	1054	1054	1054	1054	1054	1054	1054	1054	217	217	217	217	845	845	845	845	58	58	58	58	460	460	460	460	460	460	308	308	687	687	687	308	308	497	510	510	510
510	510	510	510	655	655	655	655	655	655	632	632	632	1054	1054	1054	1054	1054	1054	1054	1054	217	217	217	217	690	690	690	922	922	922	58	58	354	354	354	354	460	460	687	687	687	687	687	687	687	510	510	510	510
510	510	510	510	655	655	655	1015	655	5	39	39	39	39	1054	1054	1054	1054	1054	1054	1054	217	716	716	716	690	690	690	922	922	922	922	922	354	354	354	354	460	460	687	687	687	687	687	753	753	510	510	510	510
510	762	705	705	705	655	655	754	754	39	39	39	39	39	39	39	1054	1054	1054	604	604	604	716	716	716	922	922	922	922	922	922	922	922	1113	1113	1113	1100	1100	349	349	349	687	687	228	753	753	660	660	510	510
762	762	762	762	705	754	754	754	754	754	39	39	39	39	39	55	55	55	55	55	604	604	604	604	604	604	623	623	623	922	922	922	922	1113	297	297	1100	1100	349	349	349	349	349	228	228	660	660	660	660	660
762	762	762	762	601	601	754	754	754	754	754	39	39	39	39	55	55	55	604	604	604	604	604	604	604	1019	1019	258	258	922	922	723	723	297	297	297	297	297	297	349	349	349	349	349	365	365	365	365	660	660
762	762	362	362	362	362	362	754	754	754	754	952	952	761	952	952	55	604	604	604	604	604	604	604	604	258	258	258	258	683	723	723	723	297	297	297	297	297	297	297	349	349	349	349	365	365	365	365	660	660
762	76	76	76	362	362	362	754	754	754	754	952	761	761	952	34	34	604	604	604	604	604	604	604	604	683	683	683	683	683	683	683	723	297	297	297	297	297	297	297	381	381	381	69	69	69	69	69	660	506
842	842	842	294	842	173	173	173	173	666	173	173	173	173	173	34	34	357	357	357	357	357	512	512	512	1060	683	683	683	683	683	683	683	770	289	289	289	289	289	289	381	381	381	69	69	69	69	69	506	506
659	659	659	173	173	173	951	951	951	951	951	951	951	951	951	951	951	357	357	357	357	512	512	512	512	512	512	683	683	683	683	683	289	289	289	289	289	289	289	289	289	381	381	69	69	69	69	69	506	506
219	219	659	173	173	173	951	951	951	951	951	951	951	951	951	951	951	1076	951	951	951	512	512	512	512	512	512	566	566	566	566	289	289	289	289	289	289	289	289	289	289	832	832	832	69	69	226	219	219	219
219	219	219	327	327	327	327	327	951	951	951	951	1039	1039	1039	1021	407	407	951	951	951	512	512	512	512	512	512	541	541	566	636	636	289	289	289	289	289	289	289	289	832	832	832	832	832	226	226	226	219	219
219	219	327	327	327	327	327	327	38	38	903	903	38	1021	1021	1021	1021	831	831	951	179	179	179	512	512	512	512	541	541	822	636	636	636	795	795	289	289	289	289	832	832	832	832	832	832	314	314	314	219	219
314	314	327	327	327	327	327	327	38	38	903	903	38	1021	582	582	582	831	831	831	831	831	831	831	512	512	587	587	822	822	822	536	822	198	198	198	198	198	198	832	832	832	832	832	832	314	314	314	314	314
314	164	884	884	327	327	327	327	38	605	605	605	605	582	582	582	831	831	831	831	831	831	831	831	831	679	679	215	822	423	822	822	822	822	198	198	198	198	198	650	650	631	650	650	650	314	314	314	314	314
314	164	164	327	327	327	327	448	605	605	605	605	605	605	605	831	831	831	831	831	831	831	831	831	527	679	679	679	822	822	822	822	822	822	813	813	813	813	813	650	650	650	650	650	650	650	332	332	332	332
28	28	28	448	448	448	448	448	605	605	605	605	605	605	605	149	149	527	471	471	527	527	527	527	527	527	527	527	527	527	822	822	822	527	813	813	813	813	813	813	650	650	650	650	650	650	472	472	472	28
28	448	448	448	448	448	448	448	448	605	605	605	605	605	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	813	813	813	813	813	527	650	650	650	650	650	472	472	472	28
606	576	576	448	448	448	448	448	448	527	605	605	527	527	323	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	650	650	650	650	472	606	606	606
606	25	25	757	448	448	575	575	575	575	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	527	388	713	713	713	713	713	606	606	606
25	25	25	25	475	475	575	575	575	575	906	1072	1072	1072	988	829	829	829	829	527	527	373	373	527	527	527	527	527	527	592	592	592	592	592	592	527	527	527	527	388	388	388	713	713	713	713	713	1027	606	25
25	25	501	501	501	501	575	575	575	906	906	906	906	1072	1072	829	829	829	829	527	527	1009	118	118	527	527	331	331	592	592	592	592	592	592	592	592	527	527	388	388	388	388	388	1068	1068	1068	1068	1027	1027	1027
1027	1027	501	501	501	501	501	501	501	906	906	906	906	906	1072	829	829	829	1132	1132	1132	858	858	118	465	465	465	331	592	592	592	592	592	592	592	592	784	784	784	388	388	1068	1068	1068	1068	1068	1068	348	1027	1027
1027	501	501	501	501	501	501	501	501	501	906	906	906	906	1127	1127	1127	1132	1132	1132	858	858	858	465	465	465	465	268	592	592	592	592	592	478	478	478	784	784	784	784	1068	1068	1068	1068	1068	1068	1068	1068	1068	1027
519	519	519	519	501	192	192	192	501	501	906	906	393	393	1127	1127	1127	1127	1132	1132	243	243	98	849	849	465	268	268	268	204	204	478	478	478	478	478	784	784	784	784	1068	1068	1068	1068	1068	1068	1068	1068	1068	1027
519	519	519	519	519	519	501	501	501	501	1092	542	542	542	542	1127	1117	1117	764	764	764	243	98	98	98	465	268	268	478	478	478	478	478	478	478	478	784	784	784	784	1068	1068	1068	1068	1068	1068	1068	1068	519	519
519	519	519	519	519	519	501	501	501	1092	1092	1092	542	542	542	764	764	764	764	50	764	98	98	98	16	16	16	16	478	478	478	478	478	478	478	478	784	784	784	784	1068	1068	1068	1068	1068	1068	1068	1068	519	519
519	519	519	519	519	519	630	630	630	1001	1092	1092	542	542	542	764	764	764	764	50	764	98	98	16	16	16	16	16	16	435	435	419	419	419	478	478	562	562	60	60	60	60	60	60	1068	1068	124	124	124	519
73	73	73	75	75	75	630	630	630	1001	1001	1001	1001	542	542	196	196	196	196	50	16	16	16	16	16	16	16	16	435	435	435	435	419	419	419	419	112	112	60	60	60	60	60	60	60	919	919	124	124	519
73	73	75	75	75	75	630	630	929	1001	1001	1001	1001	1001	196	196	196	196	196	359	818	16	16	16	16	16	16	16	435	435	435	435	419	419	419	112	112	112	112	60	60	728	728	728	1070	1070	1070	1070	1070	1070
75	75	75	75	75	29	29	1001	1001	1001	1001	1001	1001	1001	196	196	196	196	359	359	818	1029	1029	1029	16	16	16	914	435	435	419	419	419	419	419	112	112	112	112	112	728	728	728	728	1070	1070	1070	1070	1070	1070
1070	873	75	75	29	29	29	29	312	1001	1001	1001	1001	1001	196	196	196	196	196	359	359	359	359	359	359	359	914	914	1130	1130	419	419	419	419	112	112	112	112	112	112	728	728	728	598	598	1070	1070	1070	1070	1070
873	873	873	873	29	29	29	51	312	166	166	1001	1001	1001	196	196	196	446	446	366	366	359	359	359	359	914	914	624	624	624	419	419	419	419	112	112	112	112	112	257	257	257	257	598	598	1070	1070	1070	1070	873
873	873	873	873	873	29	51	51	312	312	312	247	247	247	247	196	196	446	446	717	717	359	359	359	914	914	914	624	624	624	241	241	1122	1122	1122	1122	1122	1122	367	678	678	257	257	633	633	633	633	520	520	873
520	520	873	873	873	29	51	51	312	312	312	247	645	645	247	247	671	671	717	717	717	244	244	244	914	358	914	358	241	241	241	241	1090	1122	1122	1122	1122	95	367	213	367	367	367	633	633	633	633	633	520	520
520	520	520	873	727	727	727	339	312	312	312	211	211	211	211	211	671	671	671	717	717	717	244	244	358	358	358	358	241	241	241	1090	1090	1122	1122	1122	1122	367	367	367	367	367	367	367	520	520	520	520	520	520
520	520	520	727	727	727	727	727	944	944	944	944	211	211	211	211	671	671	671	717	717	717	717	358	358	358	358	358	626	288	288	288	288	288	1122	1122	367	367	367	367	367	342	342	680	680	680	520	520	520	520
520	520	520	727	727	727	727	727	727	928	944	211	211	211	211	211	1095	1095	235	717	717	717	717	358	358	358	358	626	626	626	288	288	288	288	936	936	367	367	367	342	342	342	342	342	680	680	520	492	520	520
520	520	727	727	727	727	727	727	727	928	944	211	211	211	211	211	1095	717	717	717	717	717	717	140	358	358	626	626	626	626	626	626	288	936	936	936	936	775	775	775	342	342	342	342	342	577	577	577	577	520
520	520	727	727	727	212	212	212	212	212	212	211	211	211	211	211	717	717	717	717	717	717	717	140	140	626	626	626	626	626	626	626	626	936	936	936	936	1045	1045	1045	1045	342	342	342	342	577	577	577	577	577
520	596	596	596	1101	212	212	212	212	212	408	408	408	408	408	424	717	717	717	717	717	717	717	140	979	979	626	626	626	626	626	626	936	936	936	936	1045	1045	1045	1045	1045	1045	1045	1045	1108	1108	577	577	577	577
866	596	596	596	596	596	1101	1101	1101	408	408	408	408	408	408	424	424	424	424	424	717	717	417	417	979	790	626	626	626	626	626	1078	1078	1078	1078	553	1045	1045	1045	1045	1045	1045	1045	1045	1108	1108	577	577	860	860
1030	1030	1030	596	596	846	846	774	774	408	408	408	408	408	408	1069	934	934	934	934	417	417	417	417	790	790	790	790	626	626	1078	1078	1078	1078	1078	1078	1078	567	567	567	567	567	567	567	567	860	860	860	860	860
1030	1030	1030	1030	1030	774	774	774	774	167	408	408	408	1069	1069	1069	934	934	934	934	934	417	417	417	790	790	790	790	790	86	1078	1078	1078	89	89	1078	578	578	578	567	567	567	523	523	523	860	860	860	860	860
1030	1030	1030	1030	1030	774	774	774	167	167	167	167	167	1069	1069	1069	298	298	298	395	395	62	417	417	790	790	790	174	86	86	86	86	89	89	89	578	578	578	578	578	950	950	523	1138	523	860	860	860	860	860
1030	1030	1030	1030	1030	774	774	774	167	167	167	167	167	185	185	185	185	185	185	265	395	62	459	459	459	459	459	459	86	86	86	399	399	399	89	490	490	490	490	490	523	523	523	523	523	860	860	860	860	860
866	1030	1030	1030	1030	1030	308	308	1107	1107	167	167	167	185	185	185	185	185	185	265	265	853	459	459	459	459	459	459	459	86	399	399	399	399	128	128	490	490	490	490	523	523	523	523	523	497	497	860	860	866
866	1030	588	588	82	308	308	308	308	308	308	308	308	308	185	185	185	185	185	265	1086	853	459	459	459	459	459	459	459	86	399	399	399	399	128	128	128	490	490	234	523	523	523	523	497	497	497	497	497	497
